text	label
trashed	0
very well defined and perverse	0
threat to its security	0
everyone pays dearly for his mistakes , and somehow manages as best he can	0
more attentive	1
holding things up to hurt his chances	0
a storm of protest	0
had expressed optimism	1
needs to discipline	0
is considered	1
harsh treatment of its own citizens	0
criticism	0
will increase	0
end up like french algeria	0
definitely not blessings	0
delivering further criticism	0
i ca n't imagine anything that could surpass that	1
want	1
horrific news	0
praised	1
do n't look natural	0
issued a statement denouncing	0
even more competitive	1
with a sigh	0
remain lagging behind	0
supposed to be	0
blamed	0
called on	1
sat on the fence for months	0
never doing anything unprofitable	0
rigged	0
as notorious as devil 's island	0
genuinely	1
hoped	1
turn it again into an irritant	0
impugned by biased reports	0
discrediting	0
support	1
most dreadful events in history	0
serious	0
testimony of the confidence and high esteem	1
has been protested	0
nasa has to clean up its act	0
require a careful and mature approach	1
the plotters	0
axis of evil	0
insisted	1
defended	1
violent protests	0
bridle the israeli oppressive activity	1
humanly acceptable	1
like the case of that pot who called the kettle black	0
call on	1
hopes	1
just to gain popularity	0
convince the americans that the bush administration has not only succeeded in removing a regime of religious madmen	0
peaceful	1
combative talk	0
can actually enhance our competitiveness	1
called for	1
illegitimate	0
proposals	1
stuck for 18 months on ground zero	0
want	1
axis of evil	0
posturing	0
running my ass off chasing you guys around	0
waited anxiously	0
real	1
refused to confirm	0
wants to disguise	1
undermining the integrity and independence	0
we should remain calm	1
with the help of the almighty god	1
compares poorly	0
dangerous situation	0
the embodiment of two - sided justice	0
the rioting	0
real	0
widespread concerns	0
summits , '	0
occupation	0
wanted	0
deteriorated	0
brings no good to world peace and economic development	0
more prudent	0
denied	0
is after imposing	1
repressive	0
to subjugate it	0
evil - doers	0
readiness to enter dialogue	1
expected to protect	1
to paint a dark picture	0
had been tainted by months of political violence and intimidation , last - minute changes to electoral laws , and the disenfranchisement of tens of thousands of voters in harare	0
decision to condemn	0
concern	0
will have to withdraw	1
of more misery	0
desire	1
rules in favour	1
extremely well prepared	1
right - wing	0
messages of encouragement	1
rubbed their palms at length	1
so - called	0
in order to end occupation and settlement in their territories	1
shameful electoral sham	0
protested	0
usa to end inhumane treatment	0
has floundered	0
inconsistent	0
designated	0
may not be what everyone wants	0
anticipated	1
increasingly angry opposition	0
considerable respect	1
more dangerous	0
communicative compulsions of dancing to the tunes of evocative sound bytes	0
will of	1
feel	0
toughs	0
is viewed	0
crippled	0
adverse effects	0
none of the whistle - blowers seems to give a damn	0
confidence	1
are not going to allow	0
restoring the full inalienable rights	1
embarrassed	0
will help spur	1
had relentlessly demonstrated	0
warned	0
perception	0
new political bogey	0
at one speed or another	0
core	0
considers	1
would go against	0
feared	0
destroying	0
determination	1
sympathy	1
the rule of law	1
friend	1
batted an eyelid	0
disparaging	0
positive and optimistic views	1
the civilized world	1
accuses	0
also failed	0
doubly embarrassed	0
threats	0
been eaten by the minotaur	0
open	0
very painful way	0
has vowed	1
better clothed	1
has been somehow respected	1
high	1
double standard	0
peaceful settlement	1
is battling	0
resistance against	0
trying time	0
went down the drain	0
axis of evil	0
criticism	0
moments of terror	0
if the world has to rid itself	0
heavy human losses	0
voiced his condolences	0
position of not recognizing	0
has now made himself heard	1
bold	1
hope	1
they are seeking unilaterally to become the masters of the world	0
understanding	1
agenda against	0
violent protests	0
caustically criticized	0
appears complicit	0
unwarranted	0
credible	1
violations or shortcomings	0
hope	1
breathed a collective sigh of relief	1
successful so far	0
struggling	0
because he is not part of the non - wasp humanity	0
cooperation	1
accomplishment	1
has called for	1
glad	1
damage	0
commendable	1
dire possible consequences	0
access of evil	0
only wants	1
cold	0
immediately attacked	0
threatening	0
deleterious	0
disagree	0
became too interventionist	0
has been weighing heavily on the minds	0
great contributions	1
criticized	0
is not inclined	0
charged	0
jeopardizing	0
welcomed	1
loudly celebrating	1
not a nation that is able to abide by	0
calling for	1
by cheating	0
threatening	0
showed little - disguised irritation	0
impatience	0
will	1
is supposed to guarantee	0
a blatant case of discrimination in rights	0
aggression and savage atrocities	0
row	0
were also satisfied	1
demonstrations and rallies against	0
considerable support from	1
renunciation of its mentality of domination and expansion , which have caused calamities and catastrophes in the past five decades	0
it did not apply even to black people held in jail in the southern united states until a few years ago	0
are probably not picky	0
is not a good neighborly field	0
advice	1
no support for	0
do not recognise	0
has struck friendships	1
depends on	0
is radically opposed	0
play into the hands	0
remarks branding	0
destroy	0
these goals	1
warned	0
became hopeful	1
if there are problems	0
does not turn a blind eye	1
want	1
provoke	0
frighten tourists and investors away	0
vowed	1
oneupmanship of rudeness	0
violent food riots and protests	0
may be seeking to cause damage	0
reaffirmed cooperation	1
defiance	0
enhanced	1
a puppet of london	0
is firmly opposed to	0
such an excuse	0
does not want anything to do with	0
claiming	0
nothing seemed more normal than to settle in someone else 's territory	0
condemned and counter - attacked	0
reproached	0
is happy to see	1
we have nothing to hide	1
is to permit decay	0
supports	1
fundamentally can not accomplish anything	0
bloody terrorism	0
the support of	1
would not dilute its backing	1
incessant irritant	0
continuously cooperating	1
opposed	0
paint a grim picture	0
promote instability	0
a number of useful applications	1
opposed	0
wwanted	1
commitment	1
hardline	0
more quickly	1
will once again feel	0
the government continues to uphold the freedom of expression	1
want	1
his commitments	1
mutiny	0
commitments	0
pushes for	1
suspected	0
manifold	0
concern	0
harbored intentions	0
disregards	0
highest	0
more orderly	1
had n't been a good likeness	0
does not want	0
only benefits corporate america	0
be rejected with all determination	0
worries	0
applauded	1
stressed with pride	1
were terribly dismayed	0
quick to suppress	0
will have sown the seed	0
dismantling , destroying and demoralizing	0
no small number of critical shots	0
extensive support	1
oppose	0
denounced and attacked	0
forever	0
have considered	1
can not afford	0
are vegetating in a place where they have no rights	0
not satisfied the fundamental requirements	0
has n't officially declared war	0
apocalyptic savagery	0
poor	0
evil	0
think	0
victimizing the lives	0
legitimate	1
disputed by	0
one of the worst examples of rights abuses	0
will allow	0
give them rights	1
such a failure	0
helped argentina dig itself into a deeper hole	0
undemocratic	0
inflicted terrible death and pain on people on this continent	0
were supported by	1
compatriots	0
disagreement with	0
a threat	0
deals a stinging slap on the face	0
observed ironically	0
loyal	1
pretext	0
the fight against terrorism , violence and intrigues	0
can only speak of	0
perception	0
manipulation of the subject domestically	0
find nothing positive	0
resignation	0
we are not precluding the possibility of surprises	1
has repeatedly assured	1
imperialists are weakening and aspirations to independence are strengthening	1
though mr . tobin has finally mastered the diapering process , his baby who is 15 years old is not amused	0
we fought for half of our lives	0
has already warned	0
made pronouncements against	0
cautioned	0
slammed	0
satisfied in any way	0
had issued a warning	0
is suspected	0
it violates the rule of law	0
destroy homes over the heads of their owners	0
create stumbling blocks	0
put all the blame	0
peaceful	1
stick to his principles	1
risks	0
undermine	0
arrogance toward everything arab	0
aggravated	0
the magnitude of the threat they pose	0
urgently necessary	0
labeling	0
prohibition	0
opinion	1
murmurs about revolt	0
lose the right to count itself among the world 's democracies	0
therefore	1
abuses including torture	0
ploy	0
a chorus of euro - whiners	0
will not be able to change until the end of mankind	0
have severed ties	0
were critical of	0
more belt - tightening	1
upgrade its competitiveness	1
would create	1
welcomed	1
grand bargain	1
is floundering	0
acted in collusion	0
want to make sure	1
warned	0
showed a lack of sincerity	0
war maniacs	0
honored his commitment	1
much more difficult	0
would also ensure a durable peace	1
wanted	1
forcibly wanted to prevent	0
is not justified	0
who were expelled from their homeland	0
it is mr . stoiber	1
can create trouble and instability	0
tensions	0
his victory speech	1
required a more mature approach	1
congratulated	1
is not in line with the majesty of a president	0
are so hated	0
did not want to support	0
was a crusader	1
extremist	0
it 's a challenge	0
would therefore be appropriate	1
the failed coup attempts that the united states first blessed and then disavowed	0
it 's hard to imagine	0
justice	1
adopt an open posture	1
has adopted	1
contradicted	0
relatively mild	1
pent - up demand	1
convey the message of peace	1
is accused	0
unpreparedness	0
far better than	1
blame	0
as small ( yet acceptable ) as possible	1
jumped to the conclusion	0
strong objections	0
false	0
will not do or say anything that could damage	1
failure	0
either of them	0
all join in	1
axis of evil	0
play its trump card	0
that concessions are sufficiently concrete	1
killed and injured thousands of innocent afghans	0
feeding on the growing frustration	0
alone	0
axis of evil	0
visited cuba in a friendly manner	1
bore the responsibility for the confused events	0
richest	1
refused to apologize	0
bungled its dealings	0
firmly opposed	0
condemn	0
tear its members apart	0
will benefit	1
grave crisis	0
getting strong criticism , denunciation , and rejection	0
do not	0
rage	0
have denied	0
personally offended	0
an aberration that goes against mankind	0
permission being denied	0
aggressively	0
oppressive measures and activities	0
could not be	0
desperate hatred	0
have criticized	0
have been warned	0
are not appropriate	0
invite	1
problems	0
axis of evil	0
keen to fight	0
his brother , jeb , needs in order to secure his reelection	0
want	1
safeguarding	1
the nation most likely to suffer the impact	0
does not come out of it well either	0
please	1
complaint	0
fleeing from injustice and totalitarianism	0
immensely impressed	1
concluded	0
opposes	0
have no grasp	0
this distortion in its policies	0
a war criminal	0
promising	1
not profitable but costly	0
some questionable aspects	0
satisfactory	1
have not given up their wish	1
could not find enough praise	1
would not support	0
fair	0
slight confusion	0
to describe	0
undermine	0
will become much more difficult	0
the concern	0
will make it look as if they 're being brutalized	0
strongly criticized	0
loudly trumpeted	0
as usual	0
maintains its support	1
might encourage	0
criticisms	0
grateful	1
other than that , nothing will count	0
was worried	0
vented her anger	0
has riled	0
lacks	1
urging	1
nobody cares	0
oppose	0
provocation	0
turning a blind eye	0
controlling the world of politics globally	0
now requires action rather than mere lip service	0
to support	1
strike	0
wily israeli aggressors	0
rejected	0
volatile	0
appreciation	1
damaged	0
scepticism and scorn	0
hoped	1
impertinently picking a quarrel	0
it is true	1
failed experiences	0
constant aggressive	0
israeli tanks are pushing further	0
to use constitutional methods against chavez	0
hoped	1
insincerely	0
has done very little so far	0
hopes	1
indecisive	0
the desperate fight	0
failed to defend	0
legitimate	1
hegemony	0
wants	1
seeking revenge	0
were widely criticized	0
endorses	1
embrace of the past	1
support of	1
lumping	0
vowed	1
entirely improper	0
concerns	0
openly hostile position	0
legal cover	0
in a way that threatens	0
pit against	0
steel cages	0
about cold - blood accomplices to murder , because that is what these al - qa'ida disciples at guantanamo bay are	0
pursued	1
possible strikes	0
preach	1
strategic importance	1
prodded	0
picking a quarrel	0
demerits	0
condemnation	0
was condemned	0
at it again	0
incompetent	0
the serious crisis	0
what impressed him most	1
violate human rights	0
assurances	1
continues to seek	1
would be street demonstrations	0
alleged support	1
hope	1
wrong	0
turning a new leaf toward fruitful negotiations leading to a just peace	1
not happy	0
politically very difficult	0
axis of evil	0
sustainable advocacy	1
welcomed	1
have worse conditions	0
will work non - stop	1
have direct influence	0
protests	0
will be even keener	1
give up	1
agreement	1
hapless vanquished	0
impossible	0
proudly exercise	1
the rhetoric of good and evil is not suitable	0
claimed	0
trying to harass	0
utterly	0
so - called truths	0
plan	1
transparent	1
sabre - rattling	0
years behind	0
repression	0
far from condemning	0
violation	0
has already provoked	0
to be wasted away	0
time and time again	0
link	0
in contravention of the country 's constitution	0
long called for	1
radicalized	0
double standard	0
so that we would not become terrorists	1
venting their anger	0
has a point	1
succeed	1
far from being conceived	0
hardline	0
looking back one can see a general lack of vigilance	0
human rights violation	0
were in line with	1
does not function optimally	0
never an encouraging word if	0
as if not enough	0
was angered	0
concern	0
favored	1
has likened	0
herein lies his wicked intention	0
accused	0
wounding palestinians without hesitation	0
denunciation	0
quarrel	0
more clearly	1
condemns unreservedly and in the strongest terms	0
chronic complainers	0
frustrate	0
concerned	0
has taken a stand in support	1
free and proud	1
mutual understanding and patience	1
appreciated	1
excesses	0
criticizes	0
farce of coup d'etat was staged	0
get excited	1
warning lights are flashing	0
only too aware	0
too prone	0
axis of evil	0
content	1
vengeance	0
crushing	0
praised	1
respect for	1
pose ``a grave and growing danger	0
without trying to maneuver , place obstacles , or set impossible conditions	0
prematurely hustled off so the military can dump us in nowheresville , new jersey , on a sunday night after every rental car place in the state has closed	0
after dithering for a few days	0
hailed	1
destined to collapse	1
hurt	0
agreed	1
favourable comment	1
least free	0
huge casualties and property losses	0
not only above	0
us imperialist war maniacs	0
axis of evil	0
secretly behind every local misfortune	0
lambasted	0
seems	0
wanted	1
opposed	0
no one , however , is giving a hearty thumbs up to mr . tobin	0
most widespread protest	0
assassination	0
infamy against civilization	0
held	0
very simplistic	0
puts every jew and every israeli to shame	0
an unpredictable , anarchical situation	0
the world would never forget	0
axis of evil	0
can not	0
destabilizing	0
take a turn for the worse	0
corruption	0
justifiably	1
ugly	0
suggests a return to the old days	0
failed policies	0
were callous	0
hard - line wing	0
were highly critical	0
should help put people 's minds at ease	1
excessive use of force	0
quite the contrary	0
is urging	1
blindly accepting	0
believes	1
absurd	0
as a non - starter	0
points fingers	0
strongly called on	1
clearly undermines	0
fortunately	1
urged	1
claiming	0
no right	0
want nothing	1
displeasure	0
deliberately confusing	0
no one is listening	0
suspected	0
invasive	0
has written the name of moscow on the registration page of the american side	1
the desire	1
are increasingly concerned	0
to accept	1
not yet	0
making a spectacle of	0
treated well	1
the status of golden boy	0
would act in a very constructive manner	1
is not appropriate	0
refusal	0
soon erode	0
talk about clueless	0
concerns	0
refused to allow	0
sounds clumsy	0
were immediately contested	0
despite widespread fatigue caused by successive austerity drives	0
will not	0
now more distant than before	0
pride	1
issued the fatwa	0
completely closed the door	0
a firm grounding in international human rights	1
are afraid	0
sees	0
concerning their life and death	0
classic gas - guzzler	0
thinking	0
refusal to accept	0
ongoing human rights violations	0
adopt	1
cultural preference	1
hardest hit	0
largest illusion	0
global crisis	0
opposition	0
mistake	0
repressive	0
undivided support	1
why should	0
an implacable force	0
criticized	0
great israeli empire	1
something else	0
an illusion	0
slaughtered	0
continued support	1
impose	0
enormous	1
anti - american doctrines	0
a top priority	1
domination	0
eradicate	1
than they deserve	0
unreasonable	0
favour independence	1
interests	1
was seen	0
elite	0
disagreements	0
criminalise	0
claimed	0
call	1
it 's a proud freedom day	1
encourage	1
to carry out other retaliatory , suppressive , and devastating practices	0
`world judge of human rights '	0
blind and murderous rage	0
were even more full of praise	1
are gunning down innocent people on daily basis	0
unfair	0
criticizing	0
and then assert the laws of war do not apply	0
calling for	1
mendacious	0
perhaps the international community is right	1
totally lack planning and administrative control	0
legitimate	1
supported	1
flawed	0
claims	0
hope	1
usurping , occupying , aggressive , and racist entity	0
spells serious trouble	0
are being well treated	1
wisely	1
expressed concern	0
can trust	1
can feel sorry for	0
vote rigging	0
want	1
bit more dangerous	0
for the most part	0
skillfully adapted themselves to the most difficult circumstances	1
showdown	0
feel	0
supports	1
grand bargain	1
charged	0
hoped	1
do not reflect the reality	0
were dismissed	0
cages	0
positively assessed	1
were easing	1
does not follow	0
gagged	0
frightening voters	0
cycle	0
hostility to	0
grand	1
appreciation	1
denouncing	0
bothered	0
it is unacceptable for canada to allow any ambiguity in policy	0
being deterred	0
no one but she knew how far she was prepared to go	0
making fun of	0
gulf between	0
wants	1
legitimate	1
all kinds of vicious	0
were still concerned	0
were left frustrated	0
was an act of war	0
long refused	1
axis of evil	0
antics	0
have further denied our democratic space	0
have at least gone to the trouble	1
an arrogant little fellow	0
voter intimidation , last - minute election - law changes , and outright fraud	0
limits of tolerance	0
imbibed them amidst the safety and leisure	0
they are able to do whatever they want with countries by means of the imf	0
legitimate	1
refuse to fulfill its obligations	0
denunciation	0
his anger	0
to draw up an action campaign aimed	0
exists within millions of palestinians	1
want more money for themselves ,	0
to dismiss	0
lamented	0
slams	0
care very little	0
help of the almighty god	1
retrogression	0
opportunistic	0
personal arrogance	0
takes a side	0
evaporated quickly	0
illusion	0
illusory	0
congratulatory message	1
deepening	1
appealed	1
that we unite and come together as one people	1
effectively rebutted	0
heroic	1
even if their special status comes from the fact	0
against	0
harmed	0
inalienable palestinian rights	0
will tend to disappear	1
niceties	1
enemies rely upon surprise and deception	0
wanted to argue	0
clubbed two islamic states	0
kind to the enemy and hard on friends	0
like kids	0
outmanoeuvred	0
critical opinions	0
the most ideal way	1
concerns	0
urged	1
would not recognize	0
pretty well - planned out	1
subverts	0
indeed a good day	1
for the benefit and well - being of future generations all over the planet	1
treated with respect	1
foregone conclusion	0
would like to tell	1
the united states does not want to learn the lesson	0
willing	1
refuses	0
asked	1
as close as	1
government of death	0
saw	0
afraid	0
relatively prosperous and free	1
the plight of prisoners and politicians	0
has been accused	0
resentment	0
cold war labeling	0
most heavily armed place in the world	0
adopt concrete measures to stop the conflict	1
were accused	0
absence of democracy	0
will be forced	0
has been widely criticized	0
concern	0
celebrated	1
was unwise enough	0
inhumane	0
staged	0
campaign against	0
breast - beating	0
force us	0
above all fails	0
great	1
abandon	0
asked	1
humane	1
refuses to characterize	0
calm	1
rope in	0
play a meaningful role	1
voiced his gratitude	1
peace and stability and prosperity	1
a lot better than they are	0
enemies of america is not just	0
horrors of	0
does not qualify for any of the laws	0
moribund	0
take justice to pre - historic times	0
of instigating the looting to overthrow the government	0
has turned into an axis of evil itself	0
would not recognize	0
staged a protest	0
wanting	1
are glad	1
expressed his surprise	1
triumph for human rights	1
ulterior motives	0
ever - increasing us influence	0
urged	1
no quick fix	0
enormous	0
irresponsible	0
happy	1
outlined	0
stand - off	0
through peaceful means	1
illegal	0
israeli right - wing policies	0
do not accept	0
was mistreating its hostages	0
political cynicism	0
positive	1
difficult	0
respect their parents and teachers	1
but not for adventures	0
too many restrictions	0
have rankled	0
will want to know	1
is making a mistake	0
were plotting	0
popular support	1
did not endorse	0
inordinate behavior	0
little support	0
who brag	0
was confident	1
as to whether or not	0
more restrained and responsible	1
talk anxiously	1
upright	1
calling on	0
the criminals	0
insists	1
deep international outrage	0
are vying for	1
traitorous	0
delinquent	0
will be respected	1
dismisses	0
depends on	0
called for	1
charged	0
other major achievements	1
communal flames	0
better	1
not true at all	0
can be bought cheaper	1
that was horrible	0
are outraged	0
very hard line	0
rigged	0
predatory	0
are seeking	1
does not justify all the means	0
hoped	1
a nation that ``continues to flaunt its hostility toward america and to support terror	0
the lack of	0
lost their lives	0
rated	0
if we want to apply	1
non - wasp humanity	0
enormous interest	1
the hopes of	1
hoped to further strengthen	1
is self - inflicted	0
china threat advocates	0
does not look very good	0
seemed unyielding	0
aggressive	0
demanded heavy expenditure	0
united states ' hostility to islam	0
denounces	0
a human virtue	1
ongoing afghan crisis	0
would therefore not be an impartial observer	0
taken up the reins of power	0
lost the reputation of commitment to principles of human justice	0
backing away	0
revolted	0
true	1
in supporting	1
the rioting	0
repeated warnings	0
everything depends	0
scores of	0
sees	0
not that of journalists	0
that will win us votes	1
confusion	0
warned	0
sabre - rattling	0
in case us national security was threatened	0
were intimidated	0
stretched to the limit	0
get inspiration	1
slams	0
it breaks your heart	0
state of stagnation	0
avoid	0
is advocating	0
to promote	1
there will always be an argentine risk	0
unite against the enemy	1
blamed	0
the euro , our currency	1
will learn an even more bitter lesson	0
old foes	0
categorized	0
yelled	0
firm support	1
has struck innocent women and children and defenseless civilians	0
has already warned	0
upholding	1
welcomes	1
stipulated	0
hasty	0
perfectly well	0
unanimous desire and will	1
not done anything	0
excess self - confidence	0
more demagogy than arguments	0
that 's a fair deal	1
to protest	0
unequal	0
vowed	0
axis of evil	0
sending out a clear message of peace	1
so great as to remove any sense of common ground	0
are committed	1
decrying	0
torture	0
lacks credibility and can not withstand any objective scrutiny	0
supporting	1
with good economic management , israel should have little trouble	1
worrisome	0
hue and cry	0
blessed	1
a government mouthpiece	0
bitterly fought	0
refuses	0
wanted	1
there is no reason to cavil	0
straighten this mess out	0
is concerned	0
was demonising	0
support	1
was unconstitutional	0
suffering	0
uncertainty	0
ghost of a military insurgency	0
claims	0
disenfranchised	0
is satisfied	1
aimed	0
dictatorial	0
entire	0
is considered	0
endorsed	1
with full respect for	1
do not sincerely share the values	0
strengths	1
opprobrium	0
humiliation	0
badly shaking ( their ) faith in	0
expansionist policies	0
as bad or worse	0
view	0
a decade of dramatic economic decline	0
rig	0
to denounce	0
the evil is real	0
are accusing	0
support	1
nor will mr . stoiber have any illusions	1
brings back bad memories	0
power at all costs	0
has tended to undermine the growth of a human rights culture	0
perception	1
hoped	1
aim	1
admonishes	0
neo - colonialist	1
marred by state - sponsored violence	0
pride	1
axis of evil remark	0
was martyred	0
threats	0
have been accused	0
hope	1
humanely	1
claims to advocate	1
into a corner	0
no israeli government can provide security	0
more precise	1
continues to refuse	0
assailed	0
the situation is great	1
is demanding	1
prerogative and sovereign right	1
have each accused the other	0
horrible attacks	0
a year of a war	0
criticisms	0
openly embarked on the path of maneuvering for overseas aggression	0
adverse report	0
opportunity	1
humiliation	0
still want	1
meddle	0
antagonism	0
supporter	1
concerns	0
emphatically condemned in the strongest terms	0
resolute commitment	1
cling obstinately	0
provocative	0
destruction	0
complain	1
accusations	0
even more serious	0
is sensible	1
it 's a step in the right direction	1
basically sound	1
friendly	1
grand strategy to target	0
such biased	0
has long had tense relations	0
so - called values of democracy and human rights	0
is very concerned	0
greatest burden	0
do n't go with a preconceived idea	0
it is conducting a war without rules	0
want	1
is feared	0
nobody is happy	0
no to peace	0
called on	1
could not truly	0
had also been criticised	0
only solidarity and generosity	1
have called on	1
would also support	1
how can	0
were suspected of	0
condemned	0
renew our support	1
wrong judgment	0
continue to rise	0
its burning territorial ambition	0
hand that is stretched for peace	1
brutalizing	0
critics	0
beneficial	1
the best way	1
as full citizens in the same sate	1
frustrated	0
absolute indifference	0
looks	0
interests	1
do n't agree	0
transparent , credible , free and fair	1
the fear	0
condemning	0
even though aware of the allegations concerning him	0
disrupt	0
somewhat less sharp	1
gradually promoted	1
growing perception	0
policy of isolation and stifling	0
does not reflect	0
not acceptable	0
not much better	0
support of	1
brian gives up in confusion	0
supports	1
chavez a friend and his closest political ally	1
exercise maximum restraint	1
peaceful	1
is stiffening in its attitude toward	0
a very risky scenario	0
despite everything	0
accused	0
was particularly pleased	0
defenders of the world poor	1
all agreed	1
damages the credibility	0
abuse its position	0
sets a dangerous precedent	0
difficulty , of course	0
responsible for	0
scapegoats among the weirdoes	0
taking advantage of this	0
furiously lobby	1
not voluntarily	0
some doubts	0
was quite neat and tidy	0
arbitrary	0
declining to endorse	0
back on track	1
rogue	0
sensory segregation	0
advice was issued	1
the claim	0
nervous	0
the concern	0
a vassal state	0
should not be condoned	0
beseeched	1
kamikaze killers	0
deigned	0
support	1
does not mean	0
had forbidden	0
protest	0
axis of evil	0
have complete confidence	1
both ridiculous and odd because they all seemed to be playing games	0
zimbabwe is for zimbabweans	1
astonished	0
unacceptable	0
irresponsible	0
freedom and independence	1
to deny them an appeal before court of law	0
caused unease	0
congratulated	1
would have lent a noteworthy twist	1
the most fraudulent , terrorist and extremist	0
to washington 's eternal discredit	0
impossible	0
charges	0
breeding terrorism	0
were now not confusing	0
has violated the rights of the minorities	0
but	0
it 's over	1
does not want	0
will	1
in protest	0
menace	0
feel very strongly	0
message and warning by	0
fears	0
are being subjected to	0
was seen	0
go out into the streets to defend	1
are confident	1
approved	1
allegations	0
should not	0
urged	1
difficult	0
pet theme	0
excessive or at the wrong time	0
supported	1
have cast doubt	0
a tool to advance america 's foreign policy	0
lashed out	0
reputation was ruined	0
inhumane	0
the worst human rights violator in the world	0
want	1
charges	0
even risking his own future	0
lost their illegitimate interests	0
epoch - making	1
positive	1
would go a long way towards inspiring	1
numerous and profound irregularities	0
shadow of this noise	0
wish to influence	1
potentially embarrassing	0
want	1
reject	0
standing in the way	0
would be regarded	0
lump	0
yardstick for progress	1
utilizing force in an inappropriate volume	0
has threatened to attack	0
even impossible	0
bilateral goodwill	1
will be able to achieve balanced economic growth	1
supported	1
become a major power	1
a promotion of us values to china	1
no enemy of consequence in sight	0
reaps all the benefits of mock globalisation	0
however	0
has also criticized	0
is optimistic	1
useful message	1
wants	1
was neither free nor fair	0
depriving them of the basic human rights , in contravention of its own constitution	0
not likely	0
kind of propaganda war	0
final straw	0
no more than	0
being power - hungry	0
any danger	1
defying	0
end of the era of violence and counterviolence	1
could welcome	1
snaps	0
strategy of suppression	0
disapproval	0
to deny	0
is partly to blame	0
positive	1
the explanation is , in fact is deceiving	0
refuses	0
to protest	0
dictatorial regime	0
unrealistic	0
irked	0
because of its repeated violation	0
can bring security and stability to all the parties without exception	1
warned	0
can be confident in the knowledge	1
arbitrary arrests	0
confidence and high esteem	1
in retaliation	0
biased	0
criticize	0
suspect	0
staying	0
welcome and support	1
it is a canker in the heart , that spreads by vanity through the human soul , turning worldly into spiritual failure	0
misery	0
instrumental	1
hardly convincing	0
not up to him to decide who is a captive or who is not a captive	0
branding	0
is also reflected	0
right - wing	0
battle of good versus evil	0
had aligned against	0
neo - colonialism	0
so - called	0
has come out in support	1
frustrate	0
aim	1
has been accused	0
claims to advocate	1
double standards	0
strong protest and denunciation	0
am pleased to send my warm congratulations	1
to ask	1
systematically wrecked	0
mistrust	0
can be a lot of fun	1
mere reproduction of unverified and unsubstantiated reports	0
spirit of	1
excuses	0
has brought in three francs	1
would be forced	0
the hope	1
beginning a new offensive on religious minorities , persecuting muslims	0
horrible	0
infuriated	0
promotes	1
bound to be serious	0
is adamantly against	0
earned the most	1
posing a grave threat	0
wanting to exercise world dictatorship	0
confiscate	0
celebrate	1
respect	1
dreaming	1
threatens	0
forced exodus of hundreds of thousands	0
wants	1
hope	1
disadvantageous situation	0
humiliates	0
projection	0
plan	1
axis of evil	0
being torn to bits	0
legitimate and competent	1
violence	0
is proud	1
simplistic	0
urge	1
credible	1
no to recognition	0
risking the danger	0
believe	1
shook	0
prevalent assumption	0
in mourning	0
steering the nation to prosperity and progress	1
stop his repression	0
queried	0
axis of evil dogma	0
fodder	0
to promote	1
favourable	1
criticised	0
hoping	1
but he may be	1
accused	0
stood with the us	1
support	1
just wanted	1
glorious past	1
slammed	0
regime that they deserve	1
had urged	1
mount a rebellion	0
in face of the economic and government paralysis	0
feels	0
with their own agenda against	0
worlds cracked apart	0
has yet to show	0
comes at a cost	0
terrorists	0
rigging the election	0
could not have wished	1
raise questions	0
criticism	0
expose all venezuelans to national and international ridicule	0
threatens	0
on realistic and just bases	1
this has not been the case	0
that may be the case	1
thanks to	0
concerns	0
widespread use of torture	0
seems to show consideration	1
is ignoring its commitments	0
insisted	1
intensified	0
growing frustration	0
dangerous	0
expressed concern	0
enormous	0
not immediately denouncing	0
unfettered support	1
oppression and supremacy	0
twists and turns	0
will have a political burial here tomorrow	0
disdain and wrath	0
will circumvent	1
quite a lot	0
expressions of support	1
had expressed doubt	0
unrealistic	0
reflect negatively	0
arrogance toward	0
endorsed	1
doubts	0
because one can do it even with eyes closed	0
dignified	1
still going strong	1
calls	0
still far from equal	0
second only to the terrorism itself	0
does not set a healthy precedent	0
stormy celebration	1
unlawful combatants	0
intolerant	0
interference	0
protecting	1
confronting itself	0
reflect the firm resolve	1
spurning	0
tactful political manoeuvring	0
working around the clock	1
were regrettable	0
tropical	1
extraordinary burden	0
are also being encouraged	1
slander	0
allah knows what	0
would not solve the problem	0
are prepared to accept	0
dangerous individuals	0
locked in a verbal war	0
the legitimacy	1
old - style party boss	0
have called for	1
dramatic upsurge	0
is considered	1
dangerous	0
could lead to an opening	1
violent reaction	0
doubts	0
leading a racist campaign against	0
highway robbery	0
do n't mean that 's so	0
with a hope	1
unlawful combatants not entitled to the protection	0
unfortunately for the nation	0
faithful to	1
feels	0
think	1
do n't want	0
incredible damage	0
to cut costs	1
have criticized	0
has long accused	0
demonstrations	0
criticism	0
will not have the same fate as	0
against	0
was a strong desire among	1
is committed	1
tried to tear up	0
never	0
the earth - shaking changes	1
was charged with treason	0
slaughter of more than	0
has called on	1
compromising	1
launch campaigns against	0
has absolute confidence	1
a shocking story	0
are not satisfied with	0
played the same tactic again	0
blamed	0
countries such as iran , iraq and north korea represent an ``axis of evil	0
the more	0
reminded	0
torture ! .	0
no place in israel can be considered safe	0
is now objecting	0
dignity and honor	1
will	1
alleges	0
systematic campaign of violence and intimidation	0
traditions of humane treatment	1
throttling	0
